Identifier Name,FINAL GRAMMAR PATTERN,POSSE,SWUM,STANFORD,system,language
"ares,expand,name,for,response",PRE V N P N,V NM N P N,{'grpc.srcml.xml_identifiers'}
"set,tiling",V N,V N,{'ogre.srcml.xml_identifiers'}
"setup,bounding,box,vertices",V NM NM NPL,V NM NM N,{'ogre.srcml.xml_identifiers'}
"sha256,hash",NM N,V D N,{'irrlicht.srcml.xml_identifiers'}
"shader,data,to,shader,globals",NM NPL P NM NPL,NM NM NM NM N,{'blender.srcml.xml_identifiers'}
"status,icon",NM N,NM N,{'kdevelop.srcml.xml_identifiers'}
"str,array,len",NM NM N,V NM N,{'bullet3.srcml.xml_identifiers'}
"stroke,attribute,alpha,get",NM NM N V,V NM NM N,{'blender.srcml.xml_identifiers'}
"tegra,morph,init",PRE N V,V NM N,{'opencv.srcml.xml_identifiers'}
"tessellate,to,mesh",V P N,V P N,{'openFrameworks.srcml.xml_identifiers'}
"tool,view,position",NM NM N,V NM N,{'kdevelop.srcml.xml_identifiers'}
"transform,path",V N,V N,{'QuantLib.srcml.xml_identifiers'}
"two,factor,response",NM NM N,NM NM N,{'kdevelop.srcml.xml_identifiers'}
"unload,textures",V NPL,V N,{'openFrameworks.srcml.xml_identifiers'}
"update,mouse,pos",V NM N,V NM N,{'calligra.srcml.xml_identifiers'}
"v,url,encode",PRE N V,PRE V N,{'bullet3.srcml.xml_identifiers'}
"verifier,get,mapping",N V N,NM N V,{'grpc.srcml.xml_identifiers'}
"visit,sil,argument",V NM N,V NM N,{'swift.srcml.xml_identifiers'}
"widget,destroyed",N V,N P,{'kdevelop.srcml.xml_identifiers'}
"with,cms,leg,rule",P NM NM N,P NM NM N,{'QuantLib.srcml.xml_identifiers'}
"with,market,rate,accuracy",P NM NM N,P NM NM N,{'QuantLib.srcml.xml_identifiers'}
"with,rate,bound",P NM N,NM N P,{'QuantLib.srcml.xml_identifiers'}
"worker,thread,wait",NM N V,NM NM N,{'bullet3.srcml.xml_identifiers'}
"world,to,screen",N P N,NM NM N,{'openFrameworks.srcml.xml_identifiers'}
"write,node,materials",V NM NPL,V NM N,{'irrlicht.srcml.xml_identifiers'}
"x,tilt",NM N,PRE V,{'calligra.srcml.xml_identifiers'}
"active,tool,id",NM NM N,NM NM N,{'calligra.srcml.xml_identifiers'}
"aead,crypter,seal",NM NM N,NM NM N,{'grpc.srcml.xml_identifiers'}
"anchor,name",NM N,NM N,{'calligra.srcml.xml_identifiers'}
"angle,in,radian",N P N,NM NM N,{'calligra.srcml.xml_identifiers'}
attrs,NPL,N,{'calligra.srcml.xml_identifiers'}
"base,transform",NM N,NM N,{'bullet3.srcml.xml_identifiers'}
"best,style",NM N,NM N,{'irrlicht.srcml.xml_identifiers'}
"bind,matrix",NM N,NM N,{'ogre.srcml.xml_identifiers'}
"binormal,type",NM N,NM N,{'irrlicht.srcml.xml_identifiers'}
"byte,src",NM N,NM N,{'Telegram.srcml.xml_identifiers'}
"cam,rot,z",NM NM N,NM NM N,{'bullet3.srcml.xml_identifiers'}
"cap,times",NM NPL,NM N,{'QuantLib.srcml.xml_identifiers'}
"cb,result",NM N,NM N,{'grpc.srcml.xml_identifiers'}
"cell,cursor",NM N,NM N,{'calligra.srcml.xml_identifiers'}
ch,N,N,{'grpc.srcml.xml_identifiers'}
"check,next",V N,NM DT,{'kdevelop.srcml.xml_identifiers'}
"clang,can,ty",PRE NM N,NM NM N,{'swift.srcml.xml_identifiers'}
"clip,dist,bug",NM NM N,NM NM N,{'ogre.srcml.xml_identifiers'}
"cms,pricer",NM N,NM N,{'QuantLib.srcml.xml_identifiers'}
"col,length,left",NM NM N,NM NM N,{'bullet3.srcml.xml_identifiers'}
"cone,translation",NM N,NM N,{'openFrameworks.srcml.xml_identifiers'}
"control,points",NM NPL,NM N,{'calligra.srcml.xml_identifiers'}
"coterminal,model",NM N,NM N,{'QuantLib.srcml.xml_identifiers'}
"cp,1254",N D,NM N,{'calligra.srcml.xml_identifiers'}
"current,charuco,corners",NM NM NPL,NM NM N,{'opencv.srcml.xml_identifiers'}
"current,sequence",NM N,NM N,{'QuantLib.srcml.xml_identifiers'}
"depot,message,start",NM NM N,NM NM N,{'kdevelop.srcml.xml_identifiers'}
"drift,term",NM N,NM N,{'QuantLib.srcml.xml_identifiers'}
"dst,type,1",NM N D,NM NM N,{'opencv.srcml.xml_identifiers'}
"error,mark,type",NM NM N,NM NM N,{'kdevelop.srcml.xml_identifiers'}
"event,0",N D,NM N,{'QuantLib.srcml.xml_identifiers'}
"expect,rows",NM NPL,NM N,{'opencv.srcml.xml_identifiers'}
"extra,inhabitants,mask",NM NM N,NM NM N,{'swift.srcml.xml_identifiers'}
"f,cos",NM N,NM N,{'ogre.srcml.xml_identifiers'}
"f,curve,found",NM N V,NM NM N,{'ogre.srcml.xml_identifiers'}
"f,m,m",NM NM N,NM NM NM,{'kdevelop.srcml.xml_identifiers'}
"f,ptr,out",PRE NM N,NM NM N,{'openFrameworks.srcml.xml_identifiers'}
"fast,load,success",VM V N,NM NM N,{'ogre.srcml.xml_identifiers'}
"feature,iterator",NM N,NM N,{'antlr4.srcml.xml_identifiers'}
"field,offset,vector",NM NM N,NM NM N,{'swift.srcml.xml_identifiers'}
"fixed,cam",NM N,NM N,{'irrlicht.srcml.xml_identifiers'}
"fixed,leg,frequency",NM NM N,NM NM N,{'QuantLib.srcml.xml_identifiers'}
"from,local,aabb,min",P NM NM N,NM NM NM N,{'bullet3.srcml.xml_identifiers'}
"future,active,doc",NM NM N,NM NM N,{'kdevelop.srcml.xml_identifiers'}
"have,mask",V N,NM N,{'opencv.srcml.xml_identifiers'}
"img,stub",NM N,NM N,{'opencv.srcml.xml_identifiers'}
"img,type",NM N,NM N,{'openFrameworks.srcml.xml_identifiers'}
"inst,results",NM NPL,NM N,{'swift.srcml.xml_identifiers'}
"inv,flight,k,2",NM NM N D,NM NM NM N,{'QuantLib.srcml.xml_identifiers'}
"inverted,direction",NM N,NM N,{'ogre.srcml.xml_identifiers'}
"is,node,a,left,child,leaf",V N DT NM NM N,NM NM NM NM NM N,{'bullet3.srcml.xml_identifiers'}
"is,trained",V V,NM N,{'opencv.srcml.xml_identifiers'}
"items,per,second",NPL P N,NM NM N,{'grpc.srcml.xml_identifiers'}
"joint,start",NM N,NM N,{'irrlicht.srcml.xml_identifiers'}
"key,events,copy",NM NM N,NM NM N,{'openFrameworks.srcml.xml_identifiers'}
"kinects,copy",NM N,NM N,{'openFrameworks.srcml.xml_identifiers'}
"last,token,was,delete,or,default",NM N V N CJ N,DT NM NM NM NM N,{'kdevelop.srcml.xml_identifiers'}
"layer,sizes",NM NPL,NM N,{'opencv.srcml.xml_identifiers'}
"lhs,component",NM N,NM N,{'swift.srcml.xml_identifiers'}
"line,y",NM N,NM N,{'calligra.srcml.xml_identifiers'}
"link,url",NM N,NM N,{'calligra.srcml.xml_identifiers'}
"lower,tail",NM N,NM N,{'calligra.srcml.xml_identifiers'}
"mapped,labels",NM NPL,NM N,{'opencv.srcml.xml_identifiers'}
"max,basket",NM N,NM N,{'QuantLib.srcml.xml_identifiers'}
"max,input,size",NM NM N,NM NM N,{'grpc.srcml.xml_identifiers'}
"method,index",NM N,NM N,{'grpc.srcml.xml_identifiers'}
"mod,iface",NM N,NM N,{'kdevelop.srcml.xml_identifiers'}
"movie,media,handler",NM NM N,NM NM N,{'openFrameworks.srcml.xml_identifiers'}
"n,repeats",NM NPL,NM N,{'opencv.srcml.xml_identifiers'}
"nd,formula",NM N,NM N,{'calligra.srcml.xml_identifiers'}
"new,sil,type",NM NM N,NM NM N,{'swift.srcml.xml_identifiers'}
"next,fragment,expression",NM NM N,DT NM N,{'kdevelop.srcml.xml_identifiers'}
"noise,1",N D,NM N,{'ogre.srcml.xml_identifiers'}
"num,metadata",NM N,NM N,{'grpc.srcml.xml_identifiers'}
"number,of,joysticks",N P NPL,NM NM N,{'irrlicht.srcml.xml_identifiers'}
"numbering,path",NM N,NM N,{'calligra.srcml.xml_identifiers'}
"obj,proj",NM N,NM N,{'swift.srcml.xml_identifiers'}
"ori,w",NM N,NM N,{'bullet3.srcml.xml_identifiers'}
"overriden,function,it",NM NM N,NM NM PR,{'kdevelop.srcml.xml_identifiers'}
"pai,arg",NM N,NM N,{'swift.srcml.xml_identifiers'}
passphrase,N,N,{'openFrameworks.srcml.xml_identifiers'}
"pd,sum",NM N,NM N,{'QuantLib.srcml.xml_identifiers'}
"platform,string",NM N,NM N,{'openFrameworks.srcml.xml_identifiers'}
"present,scaling",NM N,NM N,{'openFrameworks.srcml.xml_identifiers'}
"prev,num,hooks",NM NM NPL,NM NM N,{'grpc.srcml.xml_identifiers'}
"prev,signal,bar,count",NM NM NM N,NM NM NM N,{'Telegram.srcml.xml_identifiers'}
"prim,type",NM N,NM N,{'ogre.srcml.xml_identifiers'}
"processing,level",NM N,NM N,{'kdevelop.srcml.xml_identifiers'}
"rectangle,index",NM N,NM N,{'irrlicht.srcml.xml_identifiers'}
"repl,module",NM N,NM N,{'swift.srcml.xml_identifiers'}
"request,bytes",NM NPL,NM N,{'grpc.srcml.xml_identifiers'}
"rt,stream,ptr",NM NM N,NM NM N,{'openFrameworks.srcml.xml_identifiers'}
"running,log,average",NM NM N,NM NM N,{'QuantLib.srcml.xml_identifiers'}
"s,tracking,system,name",PRE NM NM N,NM NM NM N,{'bullet3.srcml.xml_identifiers'}
"simple,fn,ty",NM NM N,NM NM N,{'swift.srcml.xml_identifiers'}
"sin,rot,w",NM NM N,NM NM N,{'ogre.srcml.xml_identifiers'}
"source,ty",NM N,NM N,{'swift.srcml.xml_identifiers'}
"src,file,info",NM NM N,NM NM N,{'kdevelop.srcml.xml_identifiers'}
"src,start,idx",NM NM N,NM NM N,{'opencv.srcml.xml_identifiers'}
"ssl,creds",NM NPL,NM N,{'grpc.srcml.xml_identifiers'}
"static,rect",NM N,NM N,{'irrlicht.srcml.xml_identifiers'}
"step,size",NM N,NM N,{'QuantLib.srcml.xml_identifiers'}
"step,x",NM N,NM N,{'opencv.srcml.xml_identifiers'}
"str,args",NM NPL,NM N,{'kdevelop.srcml.xml_identifiers'}
"sub,start",NM N,N N,{'openFrameworks.srcml.xml_identifiers'}
"supported,style",NM N,NM N,{'irrlicht.srcml.xml_identifiers'}
"tab,overlap",NM N,NM N,{'kdevelop.srcml.xml_identifiers'}
"tagged,resources",NM NPL,NM N,{'calligra.srcml.xml_identifiers'}
"temp,attrs",NM NPL,NM N,{'swift.srcml.xml_identifiers'}
"tranched,loss,after",NM N P,NM NM N,{'QuantLib.srcml.xml_identifiers'}
"transform,unique,id",NM NM N,NM NM N,{'ogre.srcml.xml_identifiers'}
"ui,index",NM N,NM N,{'ogre.srcml.xml_identifiers'}
"use,mat,dirs",V NM NPL,NM NM N,{'irrlicht.srcml.xml_identifiers'}
"val,size",NM N,NM N,{'grpc.srcml.xml_identifiers'}
"value,x",NM N,NM N,{'QuantLib.srcml.xml_identifiers'}
"win,error",NM N,NM N,{'ogre.srcml.xml_identifiers'}
"x,2",N D,NM N,{'bullet3.srcml.xml_identifiers'}
"a,pos",PRE N,NM N,{'kdevelop.srcml.xml_identifiers'}
"abs,deadline,n,sec,value",NM NM NM NM N,NM NM NM NM N,{'grpc.srcml.xml_identifiers'}
"all,factors",DT NPL,DT N,{'QuantLib.srcml.xml_identifiers'}
"alternative,cache,name",NM NM N,NM NM N,{'irrlicht.srcml.xml_identifiers'}
"ambient,coefficient",NM N,NM N,{'bullet3.srcml.xml_identifiers'}
"animations,data",NM NPL,NM N,{'calligra.srcml.xml_identifiers'}
"array,struct,value",NM NM N,NM NM N,{'swift.srcml.xml_identifiers'}
"b,d,c",NM NM N,NM NM N,{'QuantLib.srcml.xml_identifiers'}
"b,flip,horizontally",PRE V VM,NM NM N,{'openFrameworks.srcml.xml_identifiers'}
"b,multi,fullscreen",PRE NM N,NM NM N,{'openFrameworks.srcml.xml_identifiers'}
"bibliography,type",NM N,NM N,{'calligra.srcml.xml_identifiers'}
"block,nr",NM N,NM N,{'calligra.srcml.xml_identifiers'}
"bone,positions",NM NPL,NM N,{'ogre.srcml.xml_identifiers'}
"bridged,value,fun,arg",NM NM NM N,NM NM NM N,{'swift.srcml.xml_identifiers'}
"brush,hatch",NM N,NM N,{'calligra.srcml.xml_identifiers'}
"buf,num",NM N,NM N,{'irrlicht.srcml.xml_identifiers'}
"built,url",NM N,NM N,{'kdevelop.srcml.xml_identifiers'}
"byte,array,view",NM NM N,NM NM N,{'kdevelop.srcml.xml_identifiers'}
"c,problem",NM N,NM N,{'blender.srcml.xml_identifiers'}
"cache,file",NM N,NM N,{'kdevelop.srcml.xml_identifiers'}
"color,map",NM N,NM N,{'calligra.srcml.xml_identifiers'}
"connection,state",NM N,NM N,{'grpc.srcml.xml_identifiers'}
"current,root",NM N,NM N,{'QuantLib.srcml.xml_identifiers'}
"d,mat",NM N,NM N,{'opencv.srcml.xml_identifiers'}
"default,auto,entry",NM NM N,NM NM N,{'ogre.srcml.xml_identifiers'}
"default,mat,x",NM NM N,NM NM N,{'opencv.srcml.xml_identifiers'}
"desktop,size",NM N,NM N,{'irrlicht.srcml.xml_identifiers'}
"discount,factor",NM N,NM N,{'QuantLib.srcml.xml_identifiers'}
"do,caps",V NPL,NM N,{'QuantLib.srcml.xml_identifiers'}
"docking,area",NM N,NM N,{'kdevelop.srcml.xml_identifiers'}
"driver,type,name",NM NM N,NM NM N,{'ogre.srcml.xml_identifiers'}
"dst,map,2",NM N D,NM NM N,{'opencv.srcml.xml_identifiers'}
"edit,length",NM N,NM N,{'swift.srcml.xml_identifiers'}
"end,snapshot",NM N,NM N,{'swift.srcml.xml_identifiers'}
eps,N,N,{'QuantLib.srcml.xml_identifiers'}
"err,ret",NM N,NM N,{'Telegram.srcml.xml_identifiers'}
"existing,symlink",NM N,NM N,{'grpc.srcml.xml_identifiers'}
"f,tolerance",NM N,NM N,{'ogre.srcml.xml_identifiers'}
"folder,names",NM NPL,NM N,{'openFrameworks.srcml.xml_identifiers'}
"force,direct",V N,NM N,{'kdevelop.srcml.xml_identifiers'}
func,N,N,{'opencv.srcml.xml_identifiers'}
"gauss,lobatto,eps",NM NM N,NM NM N,{'QuantLib.srcml.xml_identifiers'}
grouping,N,N,{'grpc.srcml.xml_identifiers'}
"handle,pos",NM N,NM N,{'calligra.srcml.xml_identifiers'}
"html,file",NM N,NM N,{'calligra.srcml.xml_identifiers'}
"i,var,initializer",NM NM N,NM NM N,{'swift.srcml.xml_identifiers'}
in,N,N,{'bullet3.srcml.xml_identifiers'}
"index,tensor",NM N,NM N,{'opencv.srcml.xml_identifiers'}
"inner,angle",NM N,NM N,{'ogre.srcml.xml_identifiers'}
institution,N,N,{'calligra.srcml.xml_identifiers'}
"int,hex,string",NM NM N,NM NM N,{'openFrameworks.srcml.xml_identifiers'}
"is,friend",V N,NM N,{'kdevelop.srcml.xml_identifiers'}
"is,v",V NM,NM N,{'swift.srcml.xml_identifiers'}
"is,vaild",V NM,NM N,{'ogre.srcml.xml_identifiers'}
key,N,N,{'kdevelop.srcml.xml_identifiers'}
"key,frame,2",NM N D,NM NM N,{'ogre.srcml.xml_identifiers'}
labels,NPL,N,{'opencv.srcml.xml_identifiers'}
"len,r",NM N,NM N,{'bullet3.srcml.xml_identifiers'}
"light,dim",NM N,NM N,{'irrlicht.srcml.xml_identifiers'}
"literal,bucket",NM N,NM N,{'swift.srcml.xml_identifiers'}
locking,V,N,{'grpc.srcml.xml_identifiers'}
"max,scale,f",NM NM N,NM NM N,{'opencv.srcml.xml_identifiers'}
"min,error",NM N,NM N,{'opencv.srcml.xml_identifiers'}
"mkt,factors",NM NPL,NM N,{'QuantLib.srcml.xml_identifiers'}
"n,shininess",NM N,NM N,{'openFrameworks.srcml.xml_identifiers'}
"next,line",NM N,DT N,{'kdevelop.srcml.xml_identifiers'}
"num,active,contexts",NM NM NPL,NM NM N,{'bullet3.srcml.xml_identifiers'}
"num,factors",NM NPL,NM N,{'QuantLib.srcml.xml_identifiers'}
"num,files",NM NPL,NM N,{'openFrameworks.srcml.xml_identifiers'}
"operator,method,decls",NM NM NPL,NM NM N,{'swift.srcml.xml_identifiers'}
"output,array",NM N,NM N,{'grpc.srcml.xml_identifiers'}
"palette,size",NM N,NM N,{'bullet3.srcml.xml_identifiers'}
"parent,field",NM N,NM N,{'opencv.srcml.xml_identifiers'}
parsing,V,N,{'calligra.srcml.xml_identifiers'}
"pem,key",NM N,NM N,{'grpc.srcml.xml_identifiers'}
"pen,loaded",N V,NM N,{'calligra.srcml.xml_identifiers'}
"previous,index",NM N,NM N,{'calligra.srcml.xml_identifiers'}
"previous,initial,value",NM NM N,NM NM N,{'QuantLib.srcml.xml_identifiers'}
"previous,is,valid",N V NM,NM NM N,{'calligra.srcml.xml_identifiers'}
"print,label,flag",NM NM N,NM NM N,{'opencv.srcml.xml_identifiers'}
progressive,N,N,{'blender.srcml.xml_identifiers'}
"project,file",NM N,NM N,{'kdevelop.srcml.xml_identifiers'}
"projects,dir",NM N,NM N,{'kdevelop.srcml.xml_identifiers'}
r,N,N,{'kdevelop.srcml.xml_identifiers'}
"random,walk",NM N,NM N,{'QuantLib.srcml.xml_identifiers'}
"rate,pointer",NM N,NM N,{'bullet3.srcml.xml_identifiers'}
"read,operation",NM N,NM N,{'blender.srcml.xml_identifiers'}
"reference,range",NM N,NM N,{'swift.srcml.xml_identifiers'}
"relative,contrast",NM N,NM N,{'irrlicht.srcml.xml_identifiers'}
"res,width",NM N,NM N,{'openFrameworks.srcml.xml_identifiers'}
"reserve,fn",NM N,NM N,{'swift.srcml.xml_identifiers'}
"return,path",NM N,NM N,{'irrlicht.srcml.xml_identifiers'}
"rot,axis",NM N,NM N,{'blender.srcml.xml_identifiers'}
"rotation,per,second",N P N,NM NM N,{'irrlicht.srcml.xml_identifiers'}
"scene,node,type,name",NM NM NM N,NM NM NM N,{'irrlicht.srcml.xml_identifiers'}
"separator,color",NM N,NM N,{'calligra.srcml.xml_identifiers'}
"server,list",NM N,NM N,{'grpc.srcml.xml_identifiers'}
settings,NPL,N,{'openFrameworks.srcml.xml_identifiers'}
"sibling,info",NM N,NM N,{'swift.srcml.xml_identifiers'}
"size,contents",NM NPL,NM N,{'bullet3.srcml.xml_identifiers'}
"sorted,indices,buf",NM NM N,NM NM N,{'opencv.srcml.xml_identifiers'}
"src,gradient",NM N,NM N,{'calligra.srcml.xml_identifiers'}
"start,dirs",NM NPL,NM N,{'kdevelop.srcml.xml_identifiers'}
"start,slot",NM N,NM N,{'ogre.srcml.xml_identifiers'}
"start,up,fix,cost",NM NM NM N,NM NM NM N,{'QuantLib.srcml.xml_identifiers'}
"subroutine,slot,name",NM NM N,NM NM N,{'ogre.srcml.xml_identifiers'}
"suppress,file",V N,NM N,{'ogre.srcml.xml_identifiers'}
target,N,N,{'antlr4.srcml.xml_identifiers'}
"tbl,index",NM N,NM N,{'grpc.srcml.xml_identifiers'}
"tick,freq",NM N,NM N,{'opencv.srcml.xml_identifiers'}
"top,dir",NM N,NM N,{'grpc.srcml.xml_identifiers'}
"underlying,fx,correlation",NM NM N,NM NM N,{'QuantLib.srcml.xml_identifiers'}
"undiscounted,amount",NM N,NM N,{'QuantLib.srcml.xml_identifiers'}
usage,N,N,{'openFrameworks.srcml.xml_identifiers'}
"use,shadows,1",V NPL D,NM NM N,{'bullet3.srcml.xml_identifiers'}
"use,tabs",V NPL,NM N,{'kdevelop.srcml.xml_identifiers'}
"utf8,size",NM N,NM NM N,{'grpc.srcml.xml_identifiers'}
"validate,on",V P,NM N,{'irrlicht.srcml.xml_identifiers'}
"write,root",V N,NM N,{'irrlicht.srcml.xml_identifiers'}
"y,in",NM N,NM N,{'ogre.srcml.xml_identifiers'}
"yield,mvs",NM NPL,NM NM N,{'swift.srcml.xml_identifiers'}
"action,view,show,master,pages",NM N V NM NPL,NM NM NM NM N,{'calligra.srcml.xml_identifiers'}
"b,loop",PRE N,NM N,{'openFrameworks.srcml.xml_identifiers'}
breakpoint,N,N,{'kdevelop.srcml.xml_identifiers'}
buffers,NPL,N,{'Telegram.srcml.xml_identifiers'}
"calibration,phase",NM N,NM N,{'QuantLib.srcml.xml_identifiers'}
"cat,risk",NM N,NM N,{'QuantLib.srcml.xml_identifiers'}
"chosen,overrides",NM NPL,NM N,{'kdevelop.srcml.xml_identifiers'}
"color,conversion,system",NM NM N,NM NM N,{'calligra.srcml.xml_identifiers'}
core,N,N,{'QuantLib.srcml.xml_identifiers'}
"current,scene,node",NM NM N,NM NM N,{'irrlicht.srcml.xml_identifiers'}
file,N,N,{'swift.srcml.xml_identifiers'}
"float,day,counter",NM NM N,NM NM N,{'QuantLib.srcml.xml_identifiers'}
"footnotes,position",NM N,NM N,{'calligra.srcml.xml_identifiers'}
"group,boxes",NM NPL,NM N,{'kdevelop.srcml.xml_identifiers'}
"handled,boxes",NM NPL,NM N,{'swift.srcml.xml_identifiers'}
"history,action",NM N,NM N,{'kdevelop.srcml.xml_identifiers'}
"im,out,shape",NM NM N,NM NM N,{'opencv.srcml.xml_identifiers'}
"invert,success",V N,NM N,{'swift.srcml.xml_identifiers'}
"is,bridged,argument",V NM N,NM NM N,{'swift.srcml.xml_identifiers'}
"is,return,bridged",V N NM,NM NM N,{'swift.srcml.xml_identifiers'}
"keep,aspect",V N,NM N,{'calligra.srcml.xml_identifiers'}
"last,saved,step",NM NM N,DT NM N,{'QuantLib.srcml.xml_identifiers'}
locations,NPL,N,{'QuantLib.srcml.xml_identifiers'}
"m,annotation",PRE N,NM N,{'kdevelop.srcml.xml_identifiers'}
"m,contact,motion,1",PRE NM N D,NM NM NM N,{'bullet3.srcml.xml_identifiers'}
"m,execute,on,host",PRE V P N,NM NM NM N,{'kdevelop.srcml.xml_identifiers'}
"m,first,render,queue",PRE NM NM N,NM NM NM N,{'ogre.srcml.xml_identifiers'}
"m,gpu,rays",PRE NM NPL,NM NM N,{'bullet3.srcml.xml_identifiers'}
"m,is,indx,present",PRE V NM N,NM NM NM N,{'opencv.srcml.xml_identifiers'}
"m,last,changed,location",PRE NM NM N,NM DT NM N,{'kdevelop.srcml.xml_identifiers'}
"m,line,dash,offset",PRE NM NM N,NM NM NM N,{'openFrameworks.srcml.xml_identifiers'}
"m,paste,mode",PRE NM N,NM NM N,{'calligra.srcml.xml_identifiers'}
"m,reference",PRE N,NM N,{'bullet3.srcml.xml_identifiers'}
"m,sbuf",PRE N,NM N,{'ogre.srcml.xml_identifiers'}
"m,text,types",PRE NM NPL,NM NM N,{'kdevelop.srcml.xml_identifiers'}
"m,weaver",PRE N,NM N,{'kdevelop.srcml.xml_identifiers'}
"m,window,width",PRE NM N,NM NM N,{'bullet3.srcml.xml_identifiers'}
"m,worker",PRE N,NM N,{'kdevelop.srcml.xml_identifiers'}
"m,zoom,controller",PRE NM N,NM NM N,{'kdevelop.srcml.xml_identifiers'}
"max,buffer,size",NM NM N,NM NM N,{'opencv.srcml.xml_identifiers'}
"max,file,open",NM N NM,NM NM N,{'kdevelop.srcml.xml_identifiers'}
"max,width",NM N,NM N,{'openFrameworks.srcml.xml_identifiers'}
"max,work,group,size",NM NM NM N,NM NM NM N,{'opencv.srcml.xml_identifiers'}
mtx,N,N,{'opencv.srcml.xml_identifiers'}
"multiple,occurences",NM NPL,NM N,{'calligra.srcml.xml_identifiers'}
"n,d",NM N,NM N,{'QuantLib.srcml.xml_identifiers'}
"new,strokes",NM NPL,NM N,{'calligra.srcml.xml_identifiers'}
"new,y",NM N,NM N,{'calligra.srcml.xml_identifiers'}
"nonce,length",NM N,NM N,{'grpc.srcml.xml_identifiers'}
"num,active,tris",NM NM NPL,NM NM N,{'irrlicht.srcml.xml_identifiers'}
"number,elementary,vegas",NM NM NPL,NM NM N,{'QuantLib.srcml.xml_identifiers'}
"odf,symbol,type",NM NM N,NM NM N,{'calligra.srcml.xml_identifiers'}
"reduction,indices",NM NPL,NM N,{'opencv.srcml.xml_identifiers'}
"ref,point,offset,percent",NM NM NM N,NM NM NM N,{'calligra.srcml.xml_identifiers'}
"replace,text,context",NM NM N,NM NM N,{'swift.srcml.xml_identifiers'}
resamplers,NPL,N,{'Telegram.srcml.xml_identifiers'}
"risky,annuity",NM N,NM N,{'QuantLib.srcml.xml_identifiers'}
"row,limit",NM N,NM N,{'grpc.srcml.xml_identifiers'}
"script,event,action,factories",NM NM NM NPL,NM NM NM N,{'calligra.srcml.xml_identifiers'}
"shift,values",NM NPL,NM N,{'QuantLib.srcml.xml_identifiers'}
"show,tags",V NPL,NM N,{'blender.srcml.xml_identifiers'}
sprites,NPL,N,{'irrlicht.srcml.xml_identifiers'}
stack,N,N,{'grpc.srcml.xml_identifiers'}
"struct,ty",NM N,NM N,{'swift.srcml.xml_identifiers'}
"sub,module,name,visibility,pairs",NM NM NM NM NPL,NM NM NM NM N,{'swift.srcml.xml_identifiers'}
then,N,N,{'swift.srcml.xml_identifiers'}
"tlv,symbols",NM NPL,NM N,{'swift.srcml.xml_identifiers'}
"trade,price",NM N,NM N,{'QuantLib.srcml.xml_identifiers'}
"unregistered,request,matcher",NM NM N,NM NM N,{'grpc.srcml.xml_identifiers'}
"use,atm,spread",V NM N,NM NM N,{'QuantLib.srcml.xml_identifiers'}
"val,32",N D,NM N,{'opencv.srcml.xml_identifiers'}
"value,hash",NM N,NM N,{'calligra.srcml.xml_identifiers'}
variables,NPL,N,{'QuantLib.srcml.xml_identifiers'}
"w,width",NM N,NM N,{'ogre.srcml.xml_identifiers'}
"weights,multipliers",NM NPL,NM N,{'opencv.srcml.xml_identifiers'}
"whole,regexp",NM N,NM N,{'grpc.srcml.xml_identifiers'}
"z,weight",NM N,NM N,{'QuantLib.srcml.xml_identifiers'}
"abc,opt",NM N,NM N,{'swift.srcml.xml_identifiers'}
"accessor,conformance,info",NM NM N,NM NM N,{'swift.srcml.xml_identifiers'}
"address,lowering",N V,NM N,{'swift.srcml.xml_identifiers'}
"apply,rewriter",NM N,NM N,{'swift.srcml.xml_identifiers'}
"ares,dns,resolver",NM NM N,NM NM N,{'grpc.srcml.xml_identifiers'}
"array,count,propagation",NM NM N,NM NM N,{'swift.srcml.xml_identifiers'}
attribute,N,N,{'openFrameworks.srcml.xml_identifiers'}
"background,parser,private",NM N NM,NM NM N,{'kdevelop.srcml.xml_identifiers'}
"basket,payoff",NM N,NM N,{'QuantLib.srcml.xml_identifiers'}
"bt,collision,shape",PRE NM N,NM NM N,{'bullet3.srcml.xml_identifiers'}
"bt,deformable,contact,constraint",PRE NM NM N,NM NM NM N,{'bullet3.srcml.xml_identifiers'}
"bt,material",PRE N,NM N,{'bullet3.srcml.xml_identifiers'}
"c,animated,mesh,scene,node",PRE NM NM NM N,NM NM NM NM N,{'irrlicht.srcml.xml_identifiers'}
"c,archive,loader,tar",PRE NM N NM,NM NM NM N,{'irrlicht.srcml.xml_identifiers'}
"c,at,background,color",PRE NM NM N,NM NM NM N,{'openFrameworks.srcml.xml_identifiers'}
"c,at,font",PRE NM N,NM NM N,{'openFrameworks.srcml.xml_identifiers'}
"c,at,grayscale",PRE NM N,NM NM N,{'openFrameworks.srcml.xml_identifiers'}
"c,burning,shader,raster,reference",PRE NM NM NM N,NM NM NM NM N,{'irrlicht.srcml.xml_identifiers'}
"c,d3d9,render,target",PRE NM NM N,NM NM NM NM NM NM N,{'irrlicht.srcml.xml_identifiers'}
"c,file,read,callback",PRE NM NM N,NM NM NM N,{'irrlicht.srcml.xml_identifiers'}
"c,http2,connector",PRE NM N,NM NM NM N,{'grpc.srcml.xml_identifiers'}
"c,image",PRE N,NM N,{'irrlicht.srcml.xml_identifiers'}
"c,image,writer,jpg",PRE NM N NM,NM NM NM N,{'irrlicht.srcml.xml_identifiers'}
